dataset,teacher,d,seed,sampler,teacher_auroc,coverage,coverage_wide,radiality,fid,student_auroc,topk
31_satimage-2,ocsvm,36,4,normals_only,0.9963142427488869,0.6619718309859155,1.0,0.9331969549616017,0.11683825748683725,0.9806178312021466,0.9154929577464789
31_satimage-2,ocsvm,36,4,gaussian_jitter,0.9963142427488869,0.6619718309859155,1.0,0.9331969549616017,0.29994298936919417,0.9877632859263045,0.8732394366197183
31_satimage-2,ocsvm,36,4,uniform_box,0.9963142427488869,0.6619718309859155,1.0,0.9331969549616017,0.3061135517622992,0.9725877947377216,0.7746478873239436
31_satimage-2,ocsvm,36,4,uniform_shell,0.9963142427488869,0.6619718309859155,1.0,0.9331969549616017,-0.0015426405982762667,0.988539752120539,0.8591549295774648
31_satimage-2,ocsvm,36,4,wide_shell,0.9963142427488869,0.6619718309859155,1.0,0.9331969549616017,-0.41369596565947886,0.9369588079769616,0.5633802816901409
31_satimage-2,ocsvm,36,4,multiscale_shell,0.9963142427488869,0.6619718309859155,1.0,0.9331969549616017,0.3180187129011704,0.9696293602508281,0.7605633802816901
31_satimage-2,ocsvm,36,4,shell_box_mix,0.9963142427488869,0.6619718309859155,1.0,0.9331969549616017,0.7491532244542072,0.9740129542081519,0.8732394366197183
2_annthyroid,ae,6,5,normals_only,0.9242966849661213,0.7378277153558053,0.9176029962546817,0.6223703292453404,0.3445256955659242,0.9059151750587876,0.6928838951310862
2_annthyroid,ae,6,5,gaussian_jitter,0.9242966849661213,0.7378277153558053,0.9176029962546817,0.6223703292453404,0.3873796154086597,0.8302748065518342,0.6629213483146067
2_annthyroid,ae,6,5,uniform_box,0.9242966849661213,0.7378277153558053,0.9176029962546817,0.6223703292453404,0.4162116050033109,0.8733178664724317,0.6610486891385767
2_annthyroid,ae,6,5,uniform_shell,0.9242966849661213,0.7378277153558053,0.9176029962546817,0.6223703292453404,0.2905690812067532,0.9460750592371779,0.704119850187266
2_annthyroid,ae,6,5,wide_shell,0.9242966849661213,0.7378277153558053,0.9176029962546817,0.6223703292453404,0.4193169533856907,0.9100359244821524,0.6947565543071161
2_annthyroid,ae,6,5,multiscale_shell,0.9242966849661213,0.7378277153558053,0.9176029962546817,0.6223703292453404,0.4009919698709099,0.9240752480767587,0.700374531835206
2_annthyroid,ae,6,5,shell_box_mix,0.9242966849661213,0.7378277153558053,0.9176029962546817,0.6223703292453404,0.2191657641743826,0.9411180202418045,0.7134831460674157
31_satimage-2,ocsvm,36,1,normals_only,0.9966779041309968,0.6338028169014085,1.0,0.9317549213588652,-0.10027163888795736,0.6727342421591657,0.22535211267605634
31_satimage-2,ocsvm,36,1,gaussian_jitter,0.9966779041309968,0.6338028169014085,1.0,0.9317549213588652,-0.12337771219692142,0.9702092527250032,0.6338028169014085
31_satimage-2,ocsvm,36,1,uniform_box,0.9966779041309968,0.6338028169014085,1.0,0.9317549213588652,0.597538482175794,0.9784358629094877,0.8450704225352113
31_satimage-2,ocsvm,36,1,uniform_shell,0.9966779041309968,0.6338028169014085,1.0,0.9317549213588652,0.6071967537476106,0.9816203571744494,0.8873239436619719
31_satimage-2,ocsvm,36,1,wide_shell,0.9966779041309968,0.6338028169014085,1.0,0.9317549213588652,0.6502230121734465,0.9682435155244096,0.8028169014084507
31_satimage-2,ocsvm,36,1,multiscale_shell,0.9966779041309968,0.6338028169014085,1.0,0.9317549213588652,0.7146450249840707,0.9789960980116567,0.9295774647887324
31_satimage-2,ocsvm,36,1,shell_box_mix,0.9966779041309968,0.6338028169014085,1.0,0.9317549213588652,-0.05238270901103323,0.9703665117010507,0.5915492957746479
31_satimage-2,knn,36,7,normals_only,0.999076103515721,0.6619718309859155,1.0,0.9490593245917034,-0.44360977899996645,0.7779601545069439,0.15492957746478872
31_satimage-2,knn,36,7,gaussian_jitter,0.999076103515721,0.6619718309859155,1.0,0.9490593245917034,0.23417954995137327,0.9506894823231082,0.43661971830985913
31_satimage-2,knn,36,7,uniform_box,0.999076103515721,0.6619718309859155,1.0,0.9490593245917034,0.7178979845065226,0.9744159303342735,0.7605633802816901
31_satimage-2,knn,36,7,uniform_shell,0.999076103515721,0.6619718309859155,1.0,0.9490593245917034,-0.19839699520439985,0.0792192091839242,0.028169014084507043
31_satimage-2,knn,36,7,wide_shell,0.999076103515721,0.6619718309859155,1.0,0.9490593245917034,-0.748348368489889,0.5221980873377038,0.09859154929577464
31_satimage-2,knn,36,7,multiscale_shell,0.999076103515721,0.6619718309859155,1.0,0.9490593245917034,-0.32257956336563937,0.5250975497085795,0.08450704225352113
31_satimage-2,knn,36,7,shell_box_mix,0.999076103515721,0.6619718309859155,1.0,0.9490593245917034,-0.7943928367819176,0.6202097441593033,0.29577464788732394
31_satimage-2,ocsvm,36,6,normals_only,0.9965009877829434,0.5915492957746479,1.0,0.9719306482444079,0.5323116134008518,0.9489203188425739,0.8309859154929577
31_satimage-2,ocsvm,36,6,gaussian_jitter,0.9965009877829434,0.5915492957746479,1.0,0.9719306482444079,0.5434119185754049,0.9810896081302891,0.8873239436619719
31_satimage-2,ocsvm,36,6,uniform_box,0.9965009877829434,0.5915492957746479,1.0,0.9719306482444079,0.594218451322982,0.977718368831271,0.8450704225352113
31_satimage-2,ocsvm,36,6,uniform_shell,0.9965009877829434,0.5915492957746479,1.0,0.9719306482444079,0.46581038934907276,0.9704549698750775,0.8169014084507042
31_satimage-2,ocsvm,36,6,wide_shell,0.9965009877829434,0.5915492957746479,1.0,0.9719306482444079,0.6570642878701499,0.9836352378050579,0.8450704225352113
31_satimage-2,ocsvm,36,6,multiscale_shell,0.9965009877829434,0.5915492957746479,1.0,0.9719306482444079,0.1693886448237701,0.9566260086689011,0.6901408450704225
31_satimage-2,ocsvm,36,6,shell_box_mix,0.9965009877829434,0.5915492957746479,1.0,0.9719306482444079,0.6844629263221437,0.9737180936280629,0.8028169014084507
30_satellite,kde,36,2,normals_only,0.880975471539585,0.6547151277013753,0.9169941060903732,0.9953373691489666,0.4500821672676735,0.7753950278070258,0.8855599214145383
30_satellite,kde,36,2,gaussian_jitter,0.880975471539585,0.6547151277013753,0.9169941060903732,0.9953373691489666,0.7234800992725364,0.8080801264231996,0.81286836935167
30_satellite,kde,36,2,uniform_box,0.880975471539585,0.6547151277013753,0.9169941060903732,0.9953373691489666,0.3223797085867448,0.6640408944727392,0.7509823182711198
30_satellite,kde,36,2,uniform_shell,0.880975471539585,0.6547151277013753,0.9169941060903732,0.9953373691489666,0.26213427223290914,0.7123711321776718,0.7863457760314342
30_satellite,kde,36,2,wide_shell,0.880975471539585,0.6547151277013753,0.9169941060903732,0.9953373691489666,0.6729625018973447,0.6638232470668995,0.7578585461689588
30_satellite,kde,36,2,multiscale_shell,0.880975471539585,0.6547151277013753,0.9169941060903732,0.9953373691489666,0.037336969372697405,0.6485030148858312,0.7215127701375246
30_satellite,kde,36,2,shell_box_mix,0.880975471539585,0.6547151277013753,0.9169941060903732,0.9953373691489666,0.0959950847865295,0.66767609775631,0.7814341846758349
30_satellite,ae,36,9,normals_only,0.7851918425573525,0.6650294695481336,0.9322200392927309,0.9363252376802292,0.027509169975700267,0.5816213525065652,0.7092337917485265
30_satellite,ae,36,9,gaussian_jitter,0.7851918425573525,0.6650294695481336,0.9322200392927309,0.9363252376802292,0.7964229983835842,0.7537679369171116,0.8305500982318271
30_satellite,ae,36,9,uniform_box,0.7851918425573525,0.6650294695481336,0.9322200392927309,0.9363252376802292,0.7973493498253996,0.7825992910146928,0.7775049115913556
30_satellite,ae,36,9,uniform_shell,0.7851918425573525,0.6650294695481336,0.9322200392927309,0.9363252376802292,0.6189704567441388,0.7197698032324439,0.8030451866404715
30_satellite,ae,36,9,wide_shell,0.7851918425573525,0.6650294695481336,0.9322200392927309,0.9363252376802292,0.8180840203686699,0.7576140838876564,0.8212180746561886
30_satellite,ae,36,9,multiscale_shell,0.7851918425573525,0.6650294695481336,0.9322200392927309,0.9363252376802292,0.22018501620713354,0.5529204974695696,0.7328094302554028
30_satellite,ae,36,9,shell_box_mix,0.7851918425573525,0.6650294695481336,0.9322200392927309,0.9363252376802292,0.7440643770459662,0.7544606545332334,0.7662082514734774
31_satimage-2,ocsvm,36,0,normals_only,0.9956262347286791,0.6197183098591549,1.0,0.937623662765351,-0.5515946208793052,0.3873583440629822,0.15492957746478872
31_satimage-2,ocsvm,36,0,gaussian_jitter,0.9956262347286791,0.6197183098591549,1.0,0.937623662765351,0.6336228579093867,0.968440089244469,0.8732394366197183
31_satimage-2,ocsvm,36,0,uniform_box,0.9956262347286791,0.6197183098591549,1.0,0.937623662765351,0.5254368020389685,0.9815613850584315,0.8450704225352113
31_satimage-2,ocsvm,36,0,uniform_shell,0.9956262347286791,0.6197183098591549,1.0,0.937623662765351,0.4068882256279553,0.9918028758735244,0.8591549295774648
31_satimage-2,ocsvm,36,0,wide_shell,0.9956262347286791,0.6197183098591549,1.0,0.937623662765351,0.6193366645427412,0.9702387387830121,0.7605633802816901
31_satimage-2,ocsvm,36,0,multiscale_shell,0.9956262347286791,0.6197183098591549,1.0,0.937623662765351,0.7423119487575037,0.9814336121403929,0.8873239436619719
31_satimage-2,ocsvm,36,0,shell_box_mix,0.9956262347286791,0.6197183098591549,1.0,0.937623662765351,0.00814916663872028,0.9803426279940635,0.8028169014084507
31_satimage-2,iforest,36,1,normals_only,0.9923631109756936,0.6338028169014085,1.0,0.7408028438244073,0.11257922800898755,0.9333123654698604,0.49295774647887325
31_satimage-2,iforest,36,1,gaussian_jitter,0.9923631109756936,0.6338028169014085,1.0,0.7408028438244073,-0.3855930782387068,0.898440187531329,0.39436619718309857
31_satimage-2,iforest,36,1,uniform_box,0.9923631109756936,0.6338028169014085,1.0,0.7408028438244073,0.8077400315235252,0.9704353125030715,0.8591549295774648
31_satimage-2,iforest,36,1,uniform_shell,0.9923631109756936,0.6338028169014085,1.0,0.7408028438244073,0.5281867265837218,0.9618745269944861,0.7605633802816901
31_satimage-2,iforest,36,1,wide_shell,0.9923631109756936,0.6338028169014085,1.0,0.7408028438244073,0.18179684094034004,0.9718014998574841,0.8169014084507042
31_satimage-2,iforest,36,1,multiscale_shell,0.9923631109756936,0.6338028169014085,1.0,0.7408028438244073,0.12740199201851168,0.977718368831271,0.8591549295774648
31_satimage-2,iforest,36,1,shell_box_mix,0.9923631109756936,0.6338028169014085,1.0,0.7408028438244073,-0.2076528387940575,0.9469447529559774,0.5774647887323944
31_satimage-2,knn,36,9,normals_only,0.9989679879696883,0.49295774647887325,1.0,0.9778329253160738,-0.30591233777121973,0.848235259428167,0.028169014084507043
31_satimage-2,knn,36,9,gaussian_jitter,0.9989679879696883,0.49295774647887325,1.0,0.9778329253160738,-0.514068211542976,0.8519013593072742,0.30985915492957744
31_satimage-2,knn,36,9,uniform_box,0.9989679879696883,0.49295774647887325,1.0,0.9778329253160738,-0.044468292028572394,0.8821835408824195,0.19718309859154928
31_satimage-2,knn,36,9,uniform_shell,0.9989679879696883,0.49295774647887325,1.0,0.9778329253160738,0.35574633622857915,0.9720472170075583,0.704225352112676
31_satimage-2,knn,36,9,wide_shell,0.9989679879696883,0.49295774647887325,1.0,0.9778329253160738,0.27234313692612094,0.9282014487483168,0.5070422535211268
31_satimage-2,knn,36,9,multiscale_shell,0.9989679879696883,0.49295774647887325,1.0,0.9778329253160738,0.022737180991984976,0.9483699124264078,0.29577464788732394
31_satimage-2,knn,36,9,shell_box_mix,0.9989679879696883,0.49295774647887325,1.0,0.9778329253160738,0.050370569100238106,0.8872551428599511,0.323943661971831
31_satimage-2,ocsvm,36,3,normals_only,0.996245441946866,0.647887323943662,1.0,0.9612998423823738,-0.4129246453603408,0.7262317800733219,0.19718309859154928
31_satimage-2,ocsvm,36,3,gaussian_jitter,0.996245441946866,0.647887323943662,1.0,0.9612998423823738,0.4013213052080888,0.9817972735225028,0.7887323943661971
31_satimage-2,ocsvm,36,3,uniform_box,0.996245441946866,0.647887323943662,1.0,0.9612998423823738,0.7335591401455448,0.965963260371721,0.8028169014084507
31_satimage-2,ocsvm,36,3,uniform_shell,0.996245441946866,0.647887323943662,1.0,0.9612998423823738,0.12334417653174151,0.9444089519672114,0.5211267605633803
31_satimage-2,ocsvm,36,3,wide_shell,0.996245441946866,0.647887323943662,1.0,0.9612998423823738,0.1411180790770985,0.9813549826523691,0.8873239436619719
31_satimage-2,ocsvm,36,3,multiscale_shell,0.996245441946866,0.647887323943662,1.0,0.9612998423823738,0.23910929273282133,0.9502668488249807,0.7464788732394366
31_satimage-2,ocsvm,36,3,shell_box_mix,0.996245441946866,0.647887323943662,1.0,0.9612998423823738,-0.036620946376471376,0.9585426024394799,0.5915492957746479
31_satimage-2,knn,36,8,normals_only,0.9990073027137002,0.4788732394366197,1.0,0.9915825480398404,-0.26506589758207855,0.923208476258809,0.323943661971831
31_satimage-2,knn,36,8,gaussian_jitter,0.9990073027137002,0.4788732394366197,1.0,0.9915825480398404,-0.6757771890405446,0.5950188219336956,0.14084507042253522
31_satimage-2,knn,36,8,uniform_box,0.9990073027137002,0.4788732394366197,1.0,0.9915825480398404,-0.8347362419933599,0.7434614666365253,0.15492957746478872
31_satimage-2,knn,36,8,uniform_shell,0.9990073027137002,0.4788732394366197,1.0,0.9915825480398404,0.08715919380260907,0.9841856442212241,0.6338028169014085
31_satimage-2,knn,36,8,wide_shell,0.9990073027137002,0.4788732394366197,1.0,0.9915825480398404,0.4414970320936316,0.904612602341193,0.5070422535211268
31_satimage-2,knn,36,8,multiscale_shell,0.9990073027137002,0.4788732394366197,1.0,0.9915825480398404,0.17394949528823905,0.9195325476936989,0.11267605633802817
31_satimage-2,knn,36,8,shell_box_mix,0.9990073027137002,0.4788732394366197,1.0,0.9915825480398404,-0.879338676682652,0.4323638972705739,0.09859154929577464
31_satimage-2,iforest,36,3,normals_only,0.9935818680400617,0.647887323943662,1.0,0.8493816810191626,0.9024858520543553,0.9921567085696312,0.9295774647887324
31_satimage-2,iforest,36,3,gaussian_jitter,0.9935818680400617,0.647887323943662,1.0,0.8493816810191626,0.33091595054610945,0.9868000746980137,0.8591549295774648
31_satimage-2,iforest,36,3,uniform_box,0.9935818680400617,0.647887323943662,1.0,0.8493816810191626,0.8049968560333226,0.9766863568009594,0.7605633802816901
31_satimage-2,iforest,36,3,uniform_shell,0.9935818680400617,0.647887323943662,1.0,0.8493816810191626,0.8637518340274228,0.9717720137994751,0.8450704225352113
31_satimage-2,iforest,36,3,wide_shell,0.9935818680400617,0.647887323943662,1.0,0.8493816810191626,0.686598197467015,0.9872030508241353,0.8591549295774648
31_satimage-2,iforest,36,3,multiscale_shell,0.9935818680400617,0.647887323943662,1.0,0.8493816810191626,0.8284720184738877,0.9842347876512388,0.8028169014084507
31_satimage-2,iforest,36,3,shell_box_mix,0.9935818680400617,0.647887323943662,1.0,0.8493816810191626,0.5797862083624437,0.9782098031314195,0.8732394366197183
31_satimage-2,iforest,36,7,normals_only,0.99192082010556,0.6619718309859155,1.0,0.8420134813374023,-0.12555753043361617,0.6843320916426683,0.23943661971830985
31_satimage-2,iforest,36,7,gaussian_jitter,0.99192082010556,0.6619718309859155,1.0,0.8420134813374023,-0.6605519970488616,0.7009622283596907,0.08450704225352113
31_satimage-2,iforest,36,7,uniform_box,0.99192082010556,0.6619718309859155,1.0,0.8420134813374023,0.6832556423756665,0.9753594841905585,0.8873239436619719
31_satimage-2,iforest,36,7,uniform_shell,0.99192082010556,0.6619718309859155,1.0,0.8420134813374023,0.6725242295180925,0.9512693747972834,0.7746478873239436
31_satimage-2,iforest,36,7,wide_shell,0.99192082010556,0.6619718309859155,1.0,0.8420134813374023,0.30406787618632414,0.9673884198421514,0.8169014084507042
31_satimage-2,iforest,36,7,multiscale_shell,0.99192082010556,0.6619718309859155,1.0,0.8420134813374023,-0.2729467788993595,0.836794668920712,0.2535211267605634
31_satimage-2,iforest,36,7,shell_box_mix,0.99192082010556,0.6619718309859155,1.0,0.8420134813374023,-0.6429793084945841,0.8373254179648723,0.29577464788732394
30_satellite,kde,36,5,normals_only,0.8825195614516501,0.6576620825147348,0.918958742632613,0.9938484758933183,0.49045861214050307,0.7883054965131724,0.8958742632612967
30_satellite,kde,36,5,gaussian_jitter,0.8825195614516501,0.6576620825147348,0.918958742632613,0.9938484758933183,0.4163342367340504,0.6902466253479229,0.7838899803536346
30_satellite,kde,36,5,uniform_box,0.8825195614516501,0.6576620825147348,0.918958742632613,0.9938484758933183,0.8345719030222706,0.7428761814187214,0.8133595284872298
30_satellite,kde,36,5,uniform_shell,0.8825195614516501,0.6576620825147348,0.918958742632613,0.9938484758933183,-0.3488812026433804,0.45920563612929055,0.6301571709233792
30_satellite,kde,36,5,wide_shell,0.8825195614516501,0.6576620825147348,0.918958742632613,0.9938484758933183,0.8212706042086473,0.735165563979399,0.800098231827112
30_satellite,kde,36,5,multiscale_shell,0.8825195614516501,0.6576620825147348,0.918958742632613,0.9938484758933183,0.7554347523561467,0.7035132849831334,0.7814341846758349
30_satellite,kde,36,5,shell_box_mix,0.8825195614516501,0.6576620825147348,0.918958742632613,0.9938484758933183,0.8255128735188688,0.7411528787556467,0.8074656188605108
31_satimage-2,iforest,36,6,normals_only,0.9946925095583972,0.5915492957746479,1.0,0.7948288004292566,0.7760823635936818,0.9881171186224114,0.8732394366197183
31_satimage-2,iforest,36,6,gaussian_jitter,0.9946925095583972,0.5915492957746479,1.0,0.7948288004292566,0.6813441094604111,0.9847458793233932,0.8309859154929577
31_satimage-2,iforest,36,6,uniform_box,0.9946925095583972,0.5915492957746479,1.0,0.7948288004292566,0.7090110332338442,0.9807554328061882,0.8309859154929577
31_satimage-2,iforest,36,6,uniform_shell,0.9946925095583972,0.5915492957746479,1.0,0.7948288004292566,0.6383849223649352,0.9522325860255743,0.5915492957746479
31_satimage-2,iforest,36,6,wide_shell,0.9946925095583972,0.5915492957746479,1.0,0.7948288004292566,0.36922767363090647,0.9784850063395025,0.7605633802816901
31_satimage-2,iforest,36,6,multiscale_shell,0.9946925095583972,0.5915492957746479,1.0,0.7948288004292566,0.7703477648479158,0.980784918864197,0.8028169014084507
31_satimage-2,iforest,36,6,shell_box_mix,0.9946925095583972,0.5915492957746479,1.0,0.7948288004292566,0.5802340789429559,0.9823083651946571,0.7605633802816901
31_satimage-2,ocsvm,36,5,normals_only,0.9958326371347415,0.6338028169014085,1.0,0.9630436969717295,0.46477078372849523,0.9805195443421169,0.8309859154929577
31_satimage-2,ocsvm,36,5,gaussian_jitter,0.9958326371347415,0.6338028169014085,1.0,0.9630436969717295,-0.1251215667862772,0.9809028630962326,0.8028169014084507
31_satimage-2,ocsvm,36,5,uniform_box,0.9958326371347415,0.6338028169014085,1.0,0.9630436969717295,0.032630202220061036,0.9627591087347532,0.8169014084507042
31_satimage-2,ocsvm,36,5,uniform_shell,0.9958326371347415,0.6338028169014085,1.0,0.9630436969717295,0.3759348066668903,0.9688332366845878,0.8028169014084507
31_satimage-2,ocsvm,36,5,wide_shell,0.9958326371347415,0.6338028169014085,1.0,0.9630436969717295,-0.2031925953251283,0.972135675181585,0.6619718309859155
31_satimage-2,ocsvm,36,5,multiscale_shell,0.9958326371347415,0.6338028169014085,1.0,0.9630436969717295,0.581407827224253,0.9826327118327551,0.8450704225352113
31_satimage-2,ocsvm,36,5,shell_box_mix,0.9958326371347415,0.6338028169014085,1.0,0.9630436969717295,0.7192394111137196,0.9800182813559656,0.7887323943661971
31_satimage-2,iforest,36,8,normals_only,0.992589170753762,0.4788732394366197,1.0,0.8912997915171704,0.7583946075693001,0.9816006998024434,0.8309859154929577
31_satimage-2,iforest,36,8,gaussian_jitter,0.992589170753762,0.4788732394366197,1.0,0.8912997915171704,0.09085040204763571,0.9294693492426997,0.676056338028169
31_satimage-2,iforest,36,8,uniform_box,0.992589170753762,0.4788732394366197,1.0,0.8912997915171704,0.347270547509512,0.9837924967811054,0.8873239436619719
31_satimage-2,iforest,36,8,uniform_shell,0.992589170753762,0.4788732394366197,1.0,0.8912997915171704,-0.04468739783258568,0.8864197045496988,0.5070422535211268
31_satimage-2,iforest,36,8,wide_shell,0.992589170753762,0.4788732394366197,1.0,0.8912997915171704,-0.14531369216404785,0.9586802040435214,0.7183098591549296
31_satimage-2,iforest,36,8,multiscale_shell,0.992589170753762,0.4788732394366197,1.0,0.8912997915171704,0.6499375384581692,0.9825639110307343,0.8873239436619719
31_satimage-2,iforest,36,8,shell_box_mix,0.992589170753762,0.4788732394366197,1.0,0.8912997915171704,0.04133374696334848,0.9748778785764132,0.7464788732394366
32_shuttle,ocsvm,9,2,normals_only,0.9984984762825834,0.0014240956992309882,0.004557106237539163,0.9617383100899268,0.7387357442285724,0.9440913974522633,0.7618911990885787
32_shuttle,ocsvm,9,2,gaussian_jitter,0.9984984762825834,0.0014240956992309882,0.004557106237539163,0.9617383100899268,0.8409123843493687,0.9828329237329521,0.9678154371973796
32_shuttle,ocsvm,9,2,uniform_box,0.9984984762825834,0.0014240956992309882,0.004557106237539163,0.9617383100899268,-0.5378858509363106,0.9892386051599951,0.9720877242950726
32_shuttle,ocsvm,9,2,uniform_shell,0.9984984762825834,0.0014240956992309882,0.004557106237539163,0.9617383100899268,0.6839261378259183,0.2917262289236086,0.031045286243235545
32_shuttle,ocsvm,9,2,wide_shell,0.9984984762825834,0.0014240956992309882,0.004557106237539163,0.9617383100899268,-0.715970832488381,0.29271107432599885,0.0609512959270863
32_shuttle,ocsvm,9,2,multiscale_shell,0.9984984762825834,0.0014240956992309882,0.004557106237539163,0.9617383100899268,-0.2700822610934819,0.09813776368888873,0.03218456280262034
32_shuttle,ocsvm,9,2,shell_box_mix,0.9984984762825834,0.0014240956992309882,0.004557106237539163,0.9617383100899268,-0.28419848950490006,0.32719001075594645,0.2984904585588152
31_satimage-2,iforest,36,9,normals_only,0.9917832185015185,0.49295774647887325,1.0,0.8536910501243233,0.5323831482056739,0.910765359779051,0.704225352112676
31_satimage-2,iforest,36,9,gaussian_jitter,0.9917832185015185,0.49295774647887325,1.0,0.8536910501243233,-0.24422552924773666,0.9639680371131183,0.676056338028169
31_satimage-2,iforest,36,9,uniform_box,0.9917832185015185,0.49295774647887325,1.0,0.8536910501243233,-0.3303123035119235,0.9616386385304149,0.6619718309859155
31_satimage-2,iforest,36,9,uniform_shell,0.9917832185015185,0.49295774647887325,1.0,0.8536910501243233,0.15512051981262012,0.8172060977167962,0.3380281690140845
31_satimage-2,iforest,36,9,wide_shell,0.9917832185015185,0.49295774647887325,1.0,0.8536910501243233,0.7617187172768235,0.9707105157111546,0.7464788732394366
31_satimage-2,iforest,36,9,multiscale_shell,0.9917832185015185,0.49295774647887325,1.0,0.8536910501243233,0.8387843219745645,0.9639287223691065,0.7746478873239436
31_satimage-2,iforest,36,9,shell_box_mix,0.9917832185015185,0.49295774647887325,1.0,0.8536910501243233,0.4616223014205418,0.9818267595805117,0.7605633802816901
31_satimage-2,iforest,36,4,normals_only,0.9944664497803288,0.6619718309859155,1.0,0.7950635500855159,0.17042825044434756,0.9809814925842564,0.8309859154929577
31_satimage-2,iforest,36,4,gaussian_jitter,0.9944664497803288,0.6619718309859155,1.0,0.7950635500855159,0.36255407626010266,0.98761585563626,0.8591549295774648
31_satimage-2,iforest,36,4,uniform_box,0.9944664497803288,0.6619718309859155,1.0,0.7950635500855159,0.324792917267514,0.9895324494068388,0.8028169014084507
31_satimage-2,iforest,36,4,uniform_shell,0.9944664497803288,0.6619718309859155,1.0,0.7950635500855159,0.47768201482276396,0.9930314616238954,0.9014084507042254
31_satimage-2,iforest,36,4,wide_shell,0.9944664497803288,0.6619718309859155,1.0,0.7950635500855159,-0.3391126462993394,0.9744650737642885,0.647887323943662
31_satimage-2,iforest,36,4,multiscale_shell,0.9944664497803288,0.6619718309859155,1.0,0.7950635500855159,0.5843925014252658,0.9861513814218177,0.8450704225352113
31_satimage-2,iforest,36,4,shell_box_mix,0.9944664497803288,0.6619718309859155,1.0,0.7950635500855159,0.5226533418290352,0.9867312738959929,0.8732394366197183
32_shuttle,iforest,9,7,normals_only,0.9964839232141995,0.0,0.002563372258615779,0.669110375725148,0.006552939516660419,0.9846093694000272,0.9549985759043008
32_shuttle,iforest,9,7,gaussian_jitter,0.9964839232141995,0.0,0.002563372258615779,0.669110375725148,-0.13593186963980208,0.9800722574860996,0.9564226716035318
32_shuttle,iforest,9,7,uniform_box,0.9964839232141995,0.0,0.002563372258615779,0.669110375725148,0.7276498918705976,0.9722727967530018,0.8379379094275136
32_shuttle,iforest,9,7,uniform_shell,0.9964839232141995,0.0,0.002563372258615779,0.669110375725148,-0.3279401344510153,0.9919242926933045,0.9575619481629165
32_shuttle,iforest,9,7,wide_shell,0.9964839232141995,0.0,0.002563372258615779,0.669110375725148,-0.32589793428909425,0.9941759284539119,0.9589860438621476
32_shuttle,iforest,9,7,multiscale_shell,0.9964839232141995,0.0,0.002563372258615779,0.669110375725148,0.4963672620950935,0.9839146291367882,0.9438906294502991
32_shuttle,iforest,9,7,shell_box_mix,0.9964839232141995,0.0,0.002563372258615779,0.669110375725148,0.4702480056664568,0.9954390948409746,0.9692395328966107
32_shuttle,ocsvm,9,1,normals_only,0.9986680031539046,0.0,0.0002848191398461977,0.9557591927627987,0.6127952385410983,0.9449743217900439,0.7883793790942751
32_shuttle,ocsvm,9,1,gaussian_jitter,0.9986680031539046,0.0,0.0002848191398461977,0.9557591927627987,-0.4712761421502773,0.9872554931654903,0.9561378524636855
32_shuttle,ocsvm,9,1,uniform_box,0.9986680031539046,0.0,0.0002848191398461977,0.9557591927627987,-0.2861586136352332,0.9318940852691922,0.6978068926231843
32_shuttle,ocsvm,9,1,uniform_shell,0.9986680031539046,0.0,0.0002848191398461977,0.9557591927627987,-0.2579869217384116,0.9795393587760435,0.9387638849330675
32_shuttle,ocsvm,9,1,wide_shell,0.9986680031539046,0.0,0.0002848191398461977,0.9557591927627987,0.23208053995510003,0.2045400060922704,0.08202791227570493
32_shuttle,ocsvm,9,1,multiscale_shell,0.9986680031539046,0.0,0.0002848191398461977,0.9557591927627987,-0.44336201812887827,0.5756321030459453,0.34434634007405296
32_shuttle,ocsvm,9,1,shell_box_mix,0.9986680031539046,0.0,0.0002848191398461977,0.9557591927627987,-0.5052395983367411,0.9880825833545857,0.9612645969809172
35_SpamBase,knn,57,4,normals_only,0.8378989151167437,0.7843954734961287,0.8802858844550328,0.9619122985057854,0.698046088307367,0.8200433877911053,0.9541393686718285
35_SpamBase,knn,57,4,gaussian_jitter,0.8378989151167437,0.7843954734961287,0.8802858844550328,0.9619122985057854,0.7285868522126162,0.7797711491921804,0.9446098868374032
35_SpamBase,knn,57,4,uniform_box,0.8378989151167437,0.7843954734961287,0.8802858844550328,0.9619122985057854,0.8263318284470161,0.7911825906016994,0.9362715902322811
35_SpamBase,knn,57,4,uniform_shell,0.8378989151167437,0.7843954734961287,0.8802858844550328,0.9619122985057854,0.6829389015330549,0.8021105842085026,0.9434187016081
35_SpamBase,knn,57,4,wide_shell,0.8378989151167437,0.7843954734961287,0.8802858844550328,0.9619122985057854,0.6761292698352782,0.7928195278986137,0.946396664681358
35_SpamBase,knn,57,4,multiscale_shell,0.8378989151167437,0.7843954734961287,0.8802858844550328,0.9619122985057854,0.7115026379553524,0.8281639915259988,0.9428231089934485
35_SpamBase,knn,57,4,shell_box_mix,0.8378989151167437,0.7843954734961287,0.8802858844550328,0.9619122985057854,0.26212989392876196,0.7431393762109755,0.9082787373436569
32_shuttle,ocsvm,9,5,normals_only,0.9986403110157026,0.0002848191398461977,0.007120478496154941,0.983906426725262,-0.3351624780333714,0.7278445149422079,0.42580461407006553
32_shuttle,ocsvm,9,5,gaussian_jitter,0.9986403110157026,0.0002848191398461977,0.007120478496154941,0.983906426725262,-0.35556048711419286,0.0613436845279625,0.048134434634007406
