dataset,d,seed,sampler,teacher_auroc,mean_head_fid,min_head_fid,fid_ae,fid_kde,fid_knn,fid_iforest,fused_fid,student_auroc
29_Pima,8,6,disagreement_shell,0.7428507462686567,0.6432331783295626,0.5352043923899985,0.6863053264648727,0.5352043923899985,0.6739627953545001,0.6774601991088789,0.5934645306527799,0.6588656716417911
29_Pima,8,6,shell_box_mix,0.7428507462686567,0.5692725961271707,0.46139358759437843,0.46139358759437843,0.5418937225654858,0.6265614411547791,0.6472416331940397,0.5829311734631216,0.6504776119402985
29_Pima,8,2,normals_only,0.7224477611940299,0.6246370898109593,0.4224059519452983,0.4224059519452983,0.6926517739193426,0.747376479616869,0.6361141537623274,0.6682036124876639,0.7046567164179104
29_Pima,8,2,uniform_shell,0.7224477611940299,0.5923640329740961,0.5569288181705399,0.6521866254542416,0.5569288181705399,0.5840975981377103,0.5762430901338925,0.5909215877090882,0.6675522388059703
29_Pima,8,2,disagreement_shell,0.7224477611940299,0.630694736500863,0.5851486895334114,0.5851486895334114,0.6122975199604499,0.6895733105077345,0.6357594260018564,0.6297832918860856,0.6723283582089553
29_Pima,8,2,shell_box_mix,0.7224477611940299,0.6522523965943641,0.6273276281804709,0.6493837150657056,0.6273276281804709,0.6741990727204377,0.658099170410842,0.6585567629876181,0.6338208955223881
29_Pima,8,1,normals_only,0.7421044776119403,0.6802732401232632,0.5366600853965002,0.5366600853965002,0.6425591020711986,0.7522672340648372,0.7896065389605166,0.6823709030969789,0.6968656716417911
29_Pima,8,1,uniform_shell,0.7421044776119403,0.5533765531807983,0.42196955575491235,0.42196955575491235,0.559362038643506,0.5980323519198626,0.634142266404912,0.5750380132252982,0.6744328358208955
29_Pima,8,1,disagreement_shell,0.7421044776119403,0.5175891043092877,0.4894775527151011,0.5247146748193787,0.4894775527151011,0.5299084129081005,0.5262557767945701,0.5257084112872004,0.6267164179104477
29_Pima,8,1,shell_box_mix,0.7421044776119403,0.5978528060586753,0.49360399040676484,0.49360399040676484,0.6016432186837418,0.6616589164781329,0.6345050986660614,0.6242098891117279,0.6561343283582091
12_fault,27,8,normals_only,0.8012867756315009,0.39397869127876106,0.12341124881661521,0.30504018784245723,0.12341124881661521,0.38184154674299126,0.7656217817129806,0.45206775826763174,0.7303060921248142
12_fault,27,8,uniform_shell,0.8012867756315009,0.166889460048992,0.08421129253020428,0.15650732517556298,0.10728957953700129,0.08421129253020428,0.31954964295319943,0.103604237383685,0.5550401188707281
12_fault,27,8,disagreement_shell,0.8012867756315009,0.1775471176903352,0.025721297840082594,0.17947211589518064,0.025721297840082594,0.1662329294970355,0.33876212752904217,0.03853405628722978,0.5661812778603269
12_fault,27,8,shell_box_mix,0.8012867756315009,0.44146745896497064,0.18368742232806987,0.5062252496997054,0.18368742232806987,0.48039832905750607,0.5955588347746011,0.2610814184492762,0.5892154531946509
12_fault,27,7,normals_only,0.8129866270430905,0.5897300052059483,0.2958139199436637,0.5314001670438592,0.2958139199436637,0.6454577156059402,0.8862482182303303,0.6937717032615754,0.7339138187221397
12_fault,27,7,uniform_shell,0.8129866270430905,0.3244830998005174,0.2497826918122684,0.3460740756371067,0.28638557905073486,0.2497826918122684,0.4156900527019597,0.31131106438810113,0.5884309063893016
12_fault,27,7,disagreement_shell,0.8129866270430905,0.3835646786326843,0.33825039036738946,0.42325635374497594,0.33825039036738946,0.36462979345644103,0.40812217696193076,0.3644897635246003,0.5958424962852897
12_fault,27,7,shell_box_mix,0.8129866270430905,0.5354602280350238,0.5035316517248917,0.5692104138492713,0.5461478738125998,0.5035316517248917,0.5229509727533326,0.5862035204556292,0.5868647845468054
12_fault,27,5,normals_only,0.7846716196136702,0.5571023323152393,0.3269387118474535,0.5483860694113846,0.3269387118474535,0.5841160627283705,0.7689684852737486,0.6369787201744512,0.6971441307578009
12_fault,27,5,uniform_shell,0.7846716196136702,0.42074384592660535,0.3112577215268011,0.5254055710890668,0.3112577215268011,0.3222019838662843,0.5241101072242691,0.38121375441151373,0.5762050520059435
12_fault,27,5,disagreement_shell,0.7846716196136702,0.4015239996422289,0.29274672510262306,0.47868356274569207,0.29274672510262306,0.29436106511246174,0.5403046456081386,0.35546541115024055,0.540106983655275
12_fault,27,5,shell_box_mix,0.7846716196136702,0.48299893133187244,0.46635951151638916,0.5038441503470318,0.46635951151638916,0.4811358384033329,0.480656225060736,0.4963908731820911,0.6432362555720654
