seed,cond,metric,value
3,S0_none,auroc_student_medium,0.943448
3,S0_none,rmse_score_medium,0.760240233038831
3,S0_none,spearman_medium,0.4312956293603037
3,S0_none,auroc_teacher_far,0.9999760000000001
3,S0_none,auroc_student_far,0.98278
3,S0_none,rmse_score_far,1.2836403017036515
3,S0_none,spearman_far,0.3151690879449568
3,S0_none,rmse_score_normals,0.12643005930377946
3,S0_none,wall_s,5.258449077606201
3,S1_gaussian,auroc_teacher_boundary,0.982606
3,S1_gaussian,auroc_student_boundary,0.9508679999999999
3,S1_gaussian,rmse_score_boundary,0.13404241538080602
3,S1_gaussian,spearman_boundary,0.18522351083241773
3,S1_gaussian,auroc_teacher_close,0.998128
3,S1_gaussian,auroc_student_close,0.9758800000000001
3,S1_gaussian,rmse_score_close,0.2104942298475915
3,S1_gaussian,spearman_close,0.27762452745106625
3,S1_gaussian,auroc_teacher_medium,0.999494
3,S1_gaussian,auroc_student_medium,0.949928
3,S1_gaussian,rmse_score_medium,0.4245706054656417
3,S1_gaussian,spearman_medium,0.45117620624609067
3,S1_gaussian,auroc_teacher_far,0.9999760000000001
3,S1_gaussian,auroc_student_far,0.915196
3,S1_gaussian,rmse_score_far,0.49061858535475883
3,S1_gaussian,spearman_far,0.09911745527141755
3,S1_gaussian,rmse_score_normals,0.12547951953498956
3,S1_gaussian,wall_s,7.179980278015137
3,S2_uniform,auroc_teacher_boundary,0.982606
3,S2_uniform,auroc_student_boundary,0.8862599999999999
3,S2_uniform,rmse_score_boundary,0.21919634696920196
3,S2_uniform,spearman_boundary,0.46388776163031914
3,S2_uniform,auroc_teacher_close,0.998128
3,S2_uniform,auroc_student_close,0.943832
3,S2_uniform,rmse_score_close,0.17986974807140285
3,S2_uniform,spearman_close,0.22536397100325703
3,S2_uniform,auroc_teacher_medium,0.999494
3,S2_uniform,auroc_student_medium,0.9754880000000001
3,S2_uniform,rmse_score_medium,0.14270805783676685
3,S2_uniform,spearman_medium,0.3766112152442521
3,S2_uniform,auroc_teacher_far,0.9999760000000001
3,S2_uniform,auroc_student_far,0.9140600000000001
3,S2_uniform,rmse_score_far,0.24498955624549137
3,S2_uniform,spearman_far,0.0980868311271011
3,S2_uniform,rmse_score_normals,0.16241060368626947
3,S2_uniform,wall_s,2.857797622680664
3,S3_langevin,auroc_teacher_boundary,0.982606
3,S3_langevin,auroc_student_boundary,0.9162359999999999
3,S3_langevin,rmse_score_boundary,0.13503102989947677
3,S3_langevin,spearman_boundary,0.6792361331597165
3,S3_langevin,auroc_teacher_close,0.998128
3,S3_langevin,auroc_student_close,0.986044
3,S3_langevin,rmse_score_close,0.055942902471241326
3,S3_langevin,spearman_close,0.4067231225082029
3,S3_langevin,auroc_teacher_medium,0.999494
3,S3_langevin,auroc_student_medium,0.9800639999999999
3,S3_langevin,rmse_score_medium,0.13007976601487478
3,S3_langevin,spearman_medium,0.3597354642474786
3,S3_langevin,auroc_teacher_far,0.9999760000000001
3,S3_langevin,auroc_student_far,0.544756
3,S3_langevin,rmse_score_far,0.7901838214051676
3,S3_langevin,spearman_far,0.037379012880035534
3,S3_langevin,rmse_score_normals,0.171159950088543
3,S3_langevin,wall_s,51.98016953468323
3,S4_mixed,auroc_teacher_boundary,0.982606
3,S4_mixed,auroc_student_boundary,0.907308
3,S4_mixed,rmse_score_boundary,0.14222806037078659
3,S4_mixed,spearman_boundary,0.644356997105525
3,S4_mixed,auroc_teacher_close,0.998128
3,S4_mixed,auroc_student_close,0.9776
3,S4_mixed,rmse_score_close,0.07714656575788245
3,S4_mixed,spearman_close,0.2135127714547622
3,S4_mixed,auroc_teacher_medium,0.999494
3,S4_mixed,auroc_student_medium,0.992872
3,S4_mixed,rmse_score_medium,0.09370105692943859
3,S4_mixed,spearman_medium,0.1571652298896391
3,S4_mixed,auroc_teacher_far,0.9999760000000001
3,S4_mixed,auroc_student_far,0.8567640000000001
3,S4_mixed,rmse_score_far,0.3298008005472587
3,S4_mixed,spearman_far,0.11920445332118113
3,S4_mixed,rmse_score_normals,0.17070697424659098
3,S4_mixed,wall_s,25.792932748794556
3,S5_adaptive,auroc_teacher_boundary,0.982606
3,S5_adaptive,auroc_student_boundary,0.906068
3,S5_adaptive,rmse_score_boundary,0.16266514195843443
3,S5_adaptive,spearman_boundary,0.7130868636652304
3,S5_adaptive,auroc_teacher_close,0.998128
3,S5_adaptive,auroc_student_close,0.9681440000000001
3,S5_adaptive,rmse_score_close,0.0984458379728279
3,S5_adaptive,spearman_close,0.39504119402889404
3,S5_adaptive,auroc_teacher_medium,0.999494
3,S5_adaptive,auroc_student_medium,0.990212
3,S5_adaptive,rmse_score_medium,0.09497902688382291
3,S5_adaptive,spearman_medium,-0.09248223462842593
3,S5_adaptive,auroc_teacher_far,0.9999760000000001
3,S5_adaptive,auroc_student_far,0.9624079999999999
3,S5_adaptive,rmse_score_far,0.18182349073104945
3,S5_adaptive,spearman_far,-0.15468524132180672
